,Unnamed: 0,player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,position,Unnamed: 65
30,10581,Kim English,Missouri,B12,33,63.3,94.7,21.3,44.0,49.03,2.1,11.3,12.6,20.3,77,106,0.726,53,144,0.368,46,133,0.346,1.3,2.6,38.3,Jr,6-Jun,24,1.27252,99.4114,2.7,2011,9696,all,74.8,0.95455003,31.0,50.0,22.0,93.0,0.62,0.2366,1.0,1.0,1.0,44.0,100.273,96.1372,2.70503,154.096,0.537115,0.21572,0.321395,0.351709,25.6061,0.226762,0.124947,0.4848,2.5152,3.0,1.9091,1.1818,0.3333,9.7273,Wing G,8.70269
31,10764,Orlando Johnson,UC Santa Barbara,BW,30,83.4,112.2,32.6,54.2,59.44,6.0,16.3,23.6,15.6,161,201,0.801,151,298,0.507,63,155,0.406,1.6,2.3,44.4,Jr,5-Jun,33,5.23105,130.122,2.6,2011,10632,all,,1.01189291,87.0,131.0,62.0,159.0,0.6641,0.3899,14.0,14.0,1.0,36.0,99.3098,98.3795,3.30418,187.64,6.10717,5.69428,0.412892,8.29157,33.6333,8.06736,0.224209,1.5333,4.7333,6.2667,2.8333,1.2667,0.4667,21.7333,Wing G,9.3663
32,10786,Glen Rice,Georgia Tech,ACC,31,70.8,99.6,25.5,47.8,50.2,7.0,16.3,20.4,18.2,65,102,0.637,103,208,0.495,42,139,0.302,1.6,3.0,29.4,So,5-Jun,41,2.50585,110.427,3.4,2011,10728,all,82.0,1.11269268,64.0,102.0,39.0,107.0,0.6275,0.3645,22.0,26.0,0.8462,35.0,95.6556,92.4297,3.39007,174.322,4.05791,2.03536,2.02255,5.07898,28.5484,3.46396,1.61502,1.871,3.7097,5.5806,2.5484,1.4839,0.3871,12.8065,Wing G,9.07652
33,11062,John Jenkins,Vanderbilt,SEC,32,80.4,124.5,22.5,58.4,64.0,1.9,7.4,7.9,12.3,144,161,0.894,90,166,0.542,100,245,0.408,0.9,1.3,39.2,So,3-Jun,23,5.84774,134.302,1.6,2011,11858,all,95.4,0.75003074,50.0,65.0,40.0,101.0,0.7692,0.396,2.0,2.0,1.0,23.0,103.598,98.8109,3.32995,164.432,6.27326,7.13661,-0.863356,8.20506,34.5312,8.07566,0.129406,0.5312,2.4375,2.9688,1.2188,0.75,0.3125,19.5,Wing G,13.0377
34,11251,Khris Middleton,Texas A&M,B12,32,73.7,107.6,27.5,50.9,56.1,8.1,13.4,23.6,21.0,113,145,0.779,117,240,0.487,38,102,0.373,0.2,2.4,42.4,So,7-Jun,22,3.76677,121.753,2.8,2011,12631,all,79.8,1.02272727,56.0,92.0,60.0,147.0,0.6087,0.4082,8.0,8.0,1.0,39.0,95.4313,92.3172,3.54006,170.441,6.67313,4.3717,2.30143,7.70541,29.9375,5.84468,1.86073,1.9375,3.3125,5.25,2.8125,1.1562,0.0625,14.4062,Wing G,6.68936
35,11622,Marshon Brooks,Providence,BE,32,90.9,115.3,29.6,54.2,58.37,6.3,14.2,16.0,15.7,169,219,0.772,209,374,0.559,67,197,0.34,3.0,2.3,38.4,Sr,5-Jun,2,6.27387,134.656,2.7,2011,14026,all,40.8,0.81632653,144.0,212.0,65.0,162.0,0.6792,0.4012,27.0,27.0,1.0,25.0,103.053,98.7339,3.5569,228.498,6.65104,5.90991,0.741129,9.58382,36.5,8.53793,1.04589,2.25,4.7812,7.0312,2.5,1.5,1.2188,24.625,Wing G,9.35137
36,11838,Alec Burks,Colorado,B12,37,78.2,116.2,32.1,49.8,57.71,9.1,14.7,19.8,15.0,245,298,0.822,215,421,0.511,28,95,0.295,1.0,2.0,57.8,So,6-Jun,10,5.79718,138.341,3.0,2011,14778,all,61.4,1.13404034,122.0,186.0,93.0,235.0,0.6559,0.3957,26.0,28.0,0.9286,12.0,105.007,101.415,2.76887,212.053,5.84106,6.3762,-0.535146,7.23727,31.5946,7.64884,-0.411573,2.3514,4.1081,6.4595,2.973,1.0811,0.2973,20.5135,Wing G,4.71429
37,11861,Tim Hardaway Jr,Michigan,B10,34,76.7,109.8,24.3,52.4,56.04,3.0,11.7,12.6,11.1,89,117,0.761,80,167,0.479,76,203,0.374,0.6,2.1,31.6,Fr,5-Jun,10,3.94305,121.958,2.5,2011,14888,all,68.0,1.34093183,44.0,61.0,36.0,106.0,0.7213,0.3396,12.0,13.0,0.9231,24.0,100.338,92.5654,3.65885,175.922,6.20685,4.84499,1.36186,7.23695,30.9118,5.17239,2.06455,0.7353,2.9706,3.7059,1.7353,1.0,0.1471,14.0294,Wing G,12.4826
38,11991,C.J. Wilcox,Washington,P10,33,37.1,122.9,20.1,56.5,58.33,4.6,9.6,9.6,11.1,25,31,0.806,27,58,0.466,63,157,0.401,1.8,1.5,14.4,Fr,5-Jun,23,2.40503,128.825,3.1,2011,15155,all,78.0,1.38089251,12.0,18.0,15.0,40.0,0.6667,0.375,2.0,2.0,1.0,28.0,100.469,95.7983,1.70544,88.6409,5.95013,6.05609,-0.105953,7.22933,15.8485,6.72874,0.500593,0.6667,1.3939,2.0606,0.8788,0.4242,0.303,8.1212,Wing G,16.6557
39,12414,Reggie Bullock,North Carolina,ACC,27,26.4,103.4,20.2,45.3,46.13,5.9,13.6,7.5,9.0,13,23,0.565,33,71,0.465,29,98,0.296,0.7,2.5,13.6,Fr,7-Jun,35,1.17581,108.266,2.6,2011,16384,all,97.2,1.23073725,5.0,11.0,28.0,60.0,0.4545,0.4667,2.0,2.0,1.0,25.0,93.9454,88.1859,1.95175,82.9402,5.59167,3.68159,1.91008,5.40431,14.5185,2.75804,2.64626,0.8148,2.0,2.8148,0.5926,0.6667,0.1111,6.1481,Wing G,13.6379
