,pick,mp,oreb,dreb,treb,ast,stl,blk,pts
18106,,30.8387,0.3548,2.2258,2.5806,1.9355,0.6774,0.1935,10.9677
18113,,33.8929,0.5714,2.1786,2.75,2.25,0.7857,0.0357,12.6071
18118,,35.4828,0.5862,2.2414,2.8276,5.1034,1.2759,0.0345,13.1034
18129,,34.7586,3.1034,6.1034,9.2069,2.2759,1.0345,1.2069,11.5862
18136,,33.3636,1.2727,4.4848,5.7576,1.5758,1.9091,0.7576,16.8182
18141,,35.0,1.0,1.0,2.0,1.0,1.0,0.0,26.0
18146,,34.0333,1.8333,3.1667,5.0,2.1,1.1333,0.1667,13.1667
18176,,34.1818,2.0909,3.3333,5.4242,3.4848,1.3939,0.3333,16.4848
18185,,31.2812,1.5938,2.9062,4.5,1.2812,0.8125,0.1875,6.9688
18189,,30.6667,0.1333,1.9,2.0333,5.0,1.5333,0.5333,8.0667
18201,,31.0345,0.1724,1.8966,2.069,4.5517,0.931,0.069,8.1379
18228,,30.9677,2.1935,3.3226,5.5161,0.9032,1.0645,0.8065,8.7097
18233,,34.2,2.55,4.75,7.3,2.9,1.8,0.4,16.0
18238,,32.2424,0.5152,2.4242,2.9394,4.4242,0.8182,0.0909,13.4848
18246,,33.7586,0.9655,3.1379,4.1034,1.5172,0.8276,0.4483,8.4828
18249,,32.9286,0.0714,3.6429,3.7143,3.7143,0.8571,0.1429,6.5
18251,,30.9706,0.6471,2.3235,2.9706,1.6176,1.0294,0.1176,9.9118
18261,,34.5938,0.9062,4.1875,5.0938,1.75,0.8125,0.25,9.5938
18269,,30.1333,0.8667,2.3333,3.2,1.6,1.1667,0.5667,10.6333
18282,,31.9032,2.2258,4.3226,6.5484,2.4516,1.129,0.6774,15.9355
18296,,37.2424,0.7273,2.4848,3.2121,4.4545,1.9091,0.3333,17.7273
18321,,32.9655,0.4483,1.2759,1.7241,3.0345,0.8621,0.0,6.4138
18340,,31.4062,0.375,2.7188,3.0938,3.9062,1.5938,0.0625,9.6562
18386,,31.9643,0.6786,2.3214,3.0,2.6429,0.8214,0.0,7.8571
18388,,30.3,0.3667,2.8333,3.2,1.5667,0.5,0.0333,13.8667
18398,,33.8235,0.7059,2.7059,3.4118,4.5,1.1765,0.0,9.5
18400,,30.9677,1.9355,2.7742,4.7097,1.6774,1.6452,0.7419,12.2581
18421,,30.5517,0.6897,2.5172,3.2069,1.4483,0.8966,0.3103,7.6207
18422,,34.2647,0.7647,3.3824,4.1471,5.9118,1.2647,0.3529,10.4706
18425,,31.6061,0.6061,3.2424,3.8485,4.7879,1.9394,0.2121,13.5152
18429,,31.9677,0.1613,3.5161,3.6774,2.0968,0.871,0.0323,13.129
18432,,31.1875,0.4688,3.4062,3.875,2.8125,1.0312,0.2812,14.5312
18434,,33.5625,0.4375,2.4688,2.9062,2.7188,0.7188,0.0312,16.875
18438,,31.4167,3.5,6.2222,9.7222,1.25,1.6111,0.6944,14.5
18440,,34.0,0.2333,1.9333,2.1667,7.2333,1.3667,0.1667,13.6333
18442,,33.0,0.3871,1.5484,1.9355,4.5484,1.0968,0.129,15.2581
18448,,32.3871,0.4516,4.0,4.4516,0.871,1.4839,0.3548,12.1613
18449,,31.6875,1.625,4.5312,6.1562,2.375,0.8125,0.4688,7.0
18450,,33.7742,0.871,3.4839,4.3548,1.7419,1.0968,0.2581,13.4839
18451,,33.5143,0.3143,1.7429,2.0571,1.7143,0.8,0.0,12.1714
18454,,34.3438,0.1875,1.8125,2.0,5.3438,0.875,0.0312,7.9062
18455,,31.5161,0.3548,1.6774,2.0323,3.6129,1.8387,0.0,12.1613
18456,,31.8696,2.0,3.0435,5.0435,2.5652,1.1739,0.7391,13.3478
18459,,35.1333,0.6333,3.9333,4.5667,3.6,1.5333,0.2333,18.6
18461,,30.6857,0.6,3.2857,3.8857,1.9714,0.8571,0.1429,13.0571
18463,,33.5385,0.7308,2.8462,3.5769,1.3846,1.7308,0.1923,18.9615
18466,,32.6774,0.2903,3.1613,3.4516,1.5806,0.5806,0.0645,16.0645
18469,,35.8621,0.7931,3.5172,4.3103,2.6552,0.931,0.2414,15.0345
18473,,32.7273,0.5758,2.8182,3.3939,2.2424,1.0909,0.2424,9.0909
18479,,33.9333,2.1,4.4,6.5,1.6,1.5,0.9667,15.6667
18481,,31.2727,0.0909,1.5758,1.6667,2.1818,0.5152,0.0606,12.9394
18482,,34.5161,0.6774,3.0645,3.7419,4.1613,2.0,0.0645,11.9355
18486,,30.6562,1.7812,3.9375,5.7188,1.7188,0.9688,0.3125,11.9375
18487,,31.8889,3.2963,4.8519,8.1481,2.1111,1.7778,0.2963,19.8889
18489,,30.6765,1.0294,3.1765,4.2059,2.0588,1.3235,0.0882,10.5882
18491,,32.9231,0.9615,3.2308,4.1923,3.8462,2.0385,0.2692,17.9231
18492,,35.6364,0.3333,1.7879,2.1212,4.3333,1.8788,0.0,14.9697
18493,,30.7742,0.3548,1.9355,2.2903,1.3226,0.6129,0.2903,12.1613
18494,,30.7083,0.4583,2.0,2.4583,1.8333,0.5,0.0417,11.125
18496,,31.7857,1.1071,3.6071,4.7143,1.9286,0.8929,0.0,14.4643
18499,,32.875,2.1875,5.0312,7.2188,1.4062,1.0625,0.4375,12.8438
18502,,33.0,0.3889,2.3333,2.7222,4.2778,2.3056,0.1111,19.25
18503,,31.7419,2.3548,6.6129,8.9677,1.2258,0.8065,0.8065,11.9355
18510,39.0,30.9189,2.1351,6.3784,8.5135,0.9459,0.7568,3.9459,13.7297
18511,,30.973,0.2973,2.8108,3.1081,4.5676,0.9459,0.1892,9.8649
18513,,30.9429,0.8857,3.2857,4.1714,2.5714,1.1429,0.2,6.3714
18515,,33.8857,1.0286,2.6286,3.6571,2.7143,2.4571,0.1714,12.3143
18516,,32.3235,0.6176,2.5588,3.1765,2.4706,1.2941,0.0882,14.8235
18528,,32.3571,0.3929,2.6429,3.0357,3.7857,1.0714,0.1071,10.3929
18534,,32.7273,0.2121,2.4545,2.6667,2.3636,0.3636,0.1212,11.0606
18535,,30.1176,0.3529,2.2059,2.5588,2.0,1.2647,0.0,10.7059
18536,,35.24,0.48,1.96,2.44,2.0,0.96,0.08,13.72
18546,,33.8438,0.1875,2.3438,2.5312,3.75,0.7812,0.0938,13.2812
18547,,31.6452,4.129,4.7742,8.9032,2.2581,1.0968,0.4516,8.3871
18549,,34.6897,2.7241,3.931,6.6552,1.0,0.7931,0.5517,11.6897
18550,,35.1154,1.4615,1.9615,3.4231,1.3846,0.4615,0.0769,11.4615
18551,,32.5,3.1786,4.3929,7.5714,1.6429,1.25,0.5714,15.6786
18555,,31.3889,1.1111,5.8056,6.9167,2.0833,0.8056,2.9444,6.1389
18556,,30.1,0.1667,2.4333,2.6,3.4,1.1667,0.0333,9.0
18558,,35.3438,1.9062,4.375,6.2812,1.0938,0.625,0.8125,18.6562
18560,,36.4839,0.3871,3.129,3.5161,4.1935,1.5484,0.2581,14.129
18561,,33.8529,2.1176,3.2353,5.3529,2.0294,1.2647,0.2647,15.7647
18564,,32.5,2.25,2.25,4.5,3.75,2.25,0.25,16.25
18572,,35.1667,0.5667,1.9,2.4667,4.3667,1.7,0.0,14.9
18573,,30.1176,0.3529,1.6471,2.0,3.0882,0.7353,0.1765,10.6765
18574,,33.3333,0.7576,2.9091,3.6667,4.0606,1.4848,0.0606,20.5455
18576,,32.5806,1.8065,6.0645,7.871,1.1613,0.7742,1.3226,15.2903
18578,,32.697,0.6667,3.7879,4.4545,2.4848,1.0,0.4545,14.8182
18581,,30.4375,1.4062,3.7188,5.125,1.2812,1.25,0.7812,17.4062
18584,,33.2,0.52,1.84,2.36,4.12,1.52,0.08,12.44
18588,,30.8966,0.6207,2.6552,3.2759,1.6207,0.4138,0.1724,14.069
18590,,36.6667,0.6667,3.5926,4.2593,2.2222,1.7407,0.0741,13.963
18595,,33.8621,4.069,6.3103,10.3793,0.6897,1.6207,1.5517,16.931
18601,,31.0,1.3243,3.5676,4.8919,2.8378,0.9189,0.2973,11.6757
18604,,36.3,0.2,2.2,2.4,3.5667,0.5667,0.0667,10.3
18605,,30.6129,0.3548,2.8387,3.1935,4.7742,1.7097,0.0323,14.2581
18606,,31.0,0.2069,1.3103,1.5172,1.8966,1.1034,0.0345,10.7586
18608,,32.5926,0.3333,3.037,3.3704,2.963,1.2222,0.037,6.1111
18616,,31.0,0.2903,2.8065,3.0968,2.6452,1.3226,0.4839,13.3548
18635,,33.0571,0.5714,2.8286,3.4,3.1429,1.3714,0.0571,14.6
18639,,30.0345,1.069,2.4138,3.4828,1.3448,0.7931,0.4138,7.7931
18646,,31.7667,1.6333,5.1,6.7333,1.8667,1.3,0.7667,13.1667
18649,,33.7714,1.6571,5.0571,6.7143,1.2286,1.4286,0.2857,15.7429
18650,,35.6061,0.3636,3.0909,3.4545,4.7879,1.1212,0.1818,15.0606
18652,,31.5278,1.1944,3.6111,4.8056,1.8611,1.7778,0.3056,12.3889
18655,,36.3929,0.4643,2.6429,3.1071,3.9286,1.8214,0.1071,12.7143
18656,,30.5161,0.9355,2.5161,3.4516,1.0323,0.4839,0.2903,9.8387
18659,,32.0882,0.6471,3.8235,4.4706,2.7059,1.2647,0.6176,16.4706
18663,,33.7941,0.7353,3.0588,3.7941,1.6176,1.3235,0.1471,12.2059
18673,,30.3143,0.2286,1.7143,1.9429,2.8286,1.0857,0.0571,15.6
18675,,33.3333,3.2,6.3333,9.5333,0.9667,0.9667,1.2333,10.4333
18677,23.0,32.9714,1.7429,3.6,5.3429,2.7143,1.1429,0.5714,13.3714
18678,,36.6471,0.7059,2.2647,2.9706,3.4118,1.1765,0.0588,22.6176
18686,,30.4138,0.4828,4.1379,4.6207,2.7586,1.0,0.069,5.1034
18697,,32.64,0.72,2.44,3.16,3.84,1.84,0.12,13.04
18700,,33.0909,3.0909,7.6061,10.697,1.0606,0.9091,2.4242,11.6061
18702,,32.9677,2.3871,4.3548,6.7419,1.5806,0.6129,0.7742,11.5161
18704,,33.9655,1.8276,3.0345,4.8621,1.6897,1.3793,0.3793,10.2414
18707,,32.8182,0.8182,3.4545,4.2727,3.9091,1.9091,0.3636,13.3182
18708,,31.6176,0.4412,2.7647,3.2059,7.1176,2.0,0.1765,14.1176
18709,,34.7692,0.9231,4.5385,5.4615,2.5385,2.3077,0.0769,20.8462
18714,,33.6667,0.875,2.2083,3.0833,6.8333,1.375,0.5,10.4583
18715,,36.4483,2.2069,4.8966,7.1034,3.1724,0.8621,0.6207,14.2759
18720,,32.375,2.0,3.0938,5.0938,1.4375,0.4688,0.1562,10.0312
18721,,32.4062,0.8125,3.0938,3.9062,1.1875,0.5312,0.4688,9.4062
18722,38.0,38.4839,1.0645,4.4516,5.5161,5.8065,1.7742,0.129,22.6452
18723,,33.8529,0.5,1.9706,2.4706,1.2941,0.8824,0.1765,10.7353
18725,,33.0357,2.3929,4.3929,6.7857,1.8929,0.6429,0.1071,15.5
18727,,35.2759,1.4138,4.3103,5.7241,2.5862,1.3448,0.069,18.069
18733,,31.4706,1.1471,2.0294,3.1765,4.6176,1.0,0.2647,10.9118
18737,,34.3871,1.6774,3.5806,5.2581,0.9355,0.8065,0.871,9.9032
18741,,35.4,2.3667,5.5667,7.9333,2.2667,1.6667,1.1667,18.9667
18743,,30.1071,2.5714,5.1429,7.7143,1.3571,1.3571,0.5357,15.8571
18745,,34.5938,0.5938,1.5938,2.1875,2.875,1.4688,0.0625,11.0625
18746,,31.5714,3.7429,7.1143,10.8571,1.7143,1.0286,0.9143,12.7143
18747,,35.625,1.5417,2.8333,4.375,3.9583,1.7917,0.0417,13.7917
18752,,35.0323,2.3226,4.2903,6.6129,2.1935,1.7742,0.129,10.2581
18759,22.0,34.6667,2.75,7.2222,9.9722,1.9444,1.0,1.4444,17.0833
18762,,31.5806,1.0323,3.3871,4.4194,4.9032,3.0,0.2903,12.3548
18764,,32.8065,0.2903,2.0323,2.3226,1.9032,0.7742,0.0968,15.3871
18769,,32.4583,1.5833,4.875,6.4583,1.7917,0.7083,1.1667,14.7917
18774,,35.8276,1.4828,6.1034,7.5862,1.3793,1.8966,1.4828,14.4828
18779,,32.6897,0.5862,4.9655,5.5517,4.5517,1.3793,0.069,6.5862
18782,,31.5909,1.2273,2.6818,3.9091,0.7727,0.4545,0.2273,14.1364
18783,,34.4074,2.0741,5.7037,7.7778,2.2222,1.0741,0.2593,19.0741
18789,,33.1,0.5333,2.1,2.6333,2.5667,0.9667,0.1667,16.6
18791,,34.8438,0.375,1.5938,1.9688,1.8125,1.0,0.0625,17.9062
18795,,32.2059,3.4412,6.2059,9.6471,1.2059,0.5294,1.3529,15.8824
18797,,32.1429,1.2143,2.5,3.7143,2.2143,1.0714,0.1429,17.8571
18798,,34.48,1.0,3.2,4.2,2.72,2.32,0.2,16.68
18801,,30.1765,1.2941,3.4706,4.7647,1.6765,0.8235,0.5882,9.9412
18804,,37.7586,0.6552,2.3448,3.0,2.4138,1.1724,0.069,15.4138
18815,,34.5,3.0,4.2,7.2,2.0,1.9,0.5,20.9
18818,,32.6333,0.2333,2.5333,2.7667,3.5333,1.0667,0.0333,9.5667
18822,,33.8824,1.0,2.8824,3.8824,3.0882,1.5,0.6471,13.0588
18825,,35.25,2.0,4.25,6.25,1.25,2.25,0.0,16.75
18833,,32.1818,1.2121,6.0606,7.2727,2.2727,1.0303,0.8182,15.6667
18840,,36.7941,0.6765,3.4118,4.0882,1.5882,1.1765,0.1765,18.6176
18842,,31.0,2.25,5.375,7.625,1.0,1.125,1.3125,14.25
18849,,30.7188,1.2188,4.5312,5.75,2.6875,1.3438,0.4062,13.9375
18850,,35.5455,0.8182,3.9394,4.7576,2.4545,0.9091,0.2424,13.7273
18853,,32.963,1.7407,2.6296,4.3704,1.4444,1.0,0.1481,16.4815
18859,,34.1333,0.3333,2.3333,2.6667,2.6333,0.9,0.2,14.7333
18862,,33.0312,1.7188,3.375,5.0938,1.875,1.1562,1.3438,14.6562
18873,,35.2143,0.6071,2.6786,3.2857,2.9286,1.1786,0.0714,11.8214
18875,,31.2381,2.619,4.9048,7.5238,1.3333,2.1429,1.7619,15.8095
18877,,35.303,0.7879,3.3939,4.1818,7.303,2.0,0.1515,15.4545
18880,56.0,31.175,0.3,2.05,2.35,5.7,2.25,0.15,10.025
18892,,31.0606,0.4545,1.9394,2.3939,3.2727,0.8182,0.0,10.1212
18897,,35.0323,0.3871,3.0,3.3871,3.7742,1.2258,0.0323,12.9032
18899,,34.6207,3.4138,6.4138,9.8276,1.7931,0.2759,1.1724,17.2759
18904,,32.9667,0.9667,3.6667,4.6333,1.5333,1.1667,0.3667,13.4
18908,,34.9355,0.7419,3.1613,3.9032,2.8387,1.0323,0.2581,16.0968
18909,,30.1667,1.6,3.8667,5.4667,1.9333,1.9333,0.5,15.4333
18915,,34.0667,1.4333,5.5,6.9333,1.0667,0.7333,0.4667,12.3
18917,,32.9677,0.6129,2.6452,3.2581,3.6129,0.7419,0.1935,9.6129
18925,,31.5946,0.5135,2.4595,2.973,2.7297,0.8378,0.0811,12.0
18927,,31.037,1.5556,4.5556,6.1111,1.2593,0.9259,0.6667,13.6296
18929,,36.5714,0.7143,4.0714,4.7857,3.3571,1.5,0.1071,10.8571
18939,,30.2812,2.0625,6.5,8.5625,1.3438,1.5,0.625,18.9062
18948,,36.7586,0.5172,2.8276,3.3448,3.1724,1.3793,0.1379,10.3448
18949,,34.6129,0.5484,1.9355,2.4839,2.3226,0.8065,0.129,9.1613
18952,,33.931,0.4828,2.4138,2.8966,1.5517,0.931,0.4138,8.4138
18954,,30.2414,0.2759,1.4828,1.7586,2.3103,1.1034,0.1379,5.6897
18958,46.0,36.4375,0.4688,3.5,3.9688,3.7812,1.3125,0.1875,25.0312
18960,,36.0,1.9,4.8,6.7,2.2,1.5333,0.3,14.1333
18962,,31.8,1.6,3.0,4.6,1.7,1.0,0.7,13.5
18972,,32.4231,0.3462,2.1923,2.5385,3.5,0.7692,0.0385,10.1923
18975,,33.9714,0.3143,2.6,2.9143,1.0571,0.5429,0.6286,12.6
18976,,34.6061,0.9394,3.0303,3.9697,2.6061,1.5455,0.0909,13.1212
18986,,30.5,2.75,5.75,8.5,1.75,1.0,1.25,11.25
18992,,37.0625,3.75,7.625,11.375,1.5938,0.9062,0.8438,13.2812
18995,,32.0385,1.4231,3.6538,5.0769,2.6154,2.1538,0.3077,15.5385
18999,,34.0,2.069,4.0,6.069,1.7931,0.7931,0.7241,17.6897
19002,,37.4848,0.2424,2.8182,3.0606,1.2121,1.3939,0.3939,12.4545
19005,,30.5758,2.5152,6.7576,9.2727,0.8485,0.9697,2.0606,17.4242
19015,,32.5758,0.3333,2.697,3.0303,3.697,1.3333,0.2727,13.5152
19016,,33.0,2.0,2.0,4.0,3.5,2.0,0.0,9.5
19020,,34.7742,0.129,3.5161,3.6452,1.7742,0.9355,0.2581,13.7097
19021,,34.6,0.7333,2.8,3.5333,2.5333,0.8333,0.0,19.0
19022,,34.3333,1.1,2.9333,4.0333,1.2,1.4,0.5,19.7667
19023,,36.0,0.3929,2.8929,3.2857,5.2857,1.5357,0.0,12.0357
19025,,30.5,0.5,3.1071,3.6071,2.9643,1.5,0.2143,13.6071
19029,,32.6,1.1714,3.2571,4.4286,2.1143,1.0571,0.2,12.7143
19031,,37.0323,0.6774,3.4516,4.129,1.3226,0.7742,0.0968,21.2258
19035,,34.6538,1.8077,4.5385,6.3462,4.1923,1.3077,0.8077,16.5
19036,,31.4643,1.2143,2.7143,3.9286,3.25,0.8214,0.2143,15.6071
19037,,33.6071,2.5357,6.9643,9.5,2.4643,1.5714,0.3929,21.8571
19039,,30.28,0.76,1.2,1.96,3.48,1.8,0.16,10.24
19052,,33.775,1.425,2.0,3.425,3.6,1.25,0.125,13.6
19054,,35.6765,2.2059,5.2059,7.4118,1.4118,0.7059,0.6176,11.9118
19055,,33.1304,1.6087,3.3913,5.0,2.913,0.913,0.3043,10.4783
19056,,33.4118,0.4118,2.4706,2.8824,3.9706,1.7059,0.2059,20.5
19058,,30.7778,0.6389,3.5,4.1389,5.8333,0.9167,0.1944,8.5
19068,34.0,37.1034,0.5172,2.931,3.4483,4.2759,1.5862,0.1379,22.4138
19072,,36.7059,0.6176,2.7941,3.4118,6.4118,1.0294,0.1176,15.6765
19074,,30.7941,0.6765,3.4412,4.1176,2.7059,0.8529,0.2353,10.0882
19076,44.0,32.0909,2.9697,8.3333,11.303,2.3333,0.5152,2.3333,18.8788
19086,,35.6786,2.7857,5.5714,8.3571,2.4286,1.1429,2.0357,15.0714
19089,,34.4444,2.1481,4.6296,6.7778,1.7407,1.8519,0.6667,11.8519
19090,,31.6,0.2333,2.6333,2.8667,2.3,0.8333,0.2,8.3
19097,,31.25,1.1875,2.5312,3.7188,2.0312,2.0938,0.5938,9.5938
19100,,32.2857,0.7714,2.4,3.1714,2.4,1.0286,0.0571,14.8
19101,24.0,34.9459,0.2162,4.2973,4.5135,2.4324,0.6757,0.4595,14.2432
19105,,34.2857,1.1714,3.9714,5.1429,2.2571,0.9714,0.0571,11.0857
19112,,30.2727,1.7273,2.7879,4.5152,0.8485,0.4848,0.7879,10.3939
19114,,32.2174,0.6957,1.8696,2.5652,2.6957,1.2609,0.2174,9.8696
19117,11.0,31.6111,1.6111,6.0556,7.6667,1.5833,0.2222,0.0556,23.1667
19124,,34.85,2.1,4.85,6.95,0.725,1.125,1.05,14.525
19147,,31.5667,0.9,3.8667,4.7667,2.5667,0.9,0.3333,9.1667
19148,,35.1304,0.8261,2.913,3.7391,1.6957,1.4348,0.2174,16.1304
19151,,36.6452,1.0323,3.129,4.1613,5.6774,1.6774,0.2581,15.3226
19152,,35.6875,0.6875,2.9062,3.5938,2.25,1.375,0.3438,13.7812
19154,,30.6875,3.5625,4.7812,8.3438,1.0,0.5312,0.9375,11.1562
19155,28.0,34.8235,1.1765,3.1176,4.2941,1.9118,1.0882,1.0294,16.7647
19156,,31.7097,0.2581,2.2581,2.5161,5.9032,1.4194,0.0968,3.7742
19160,,33.3,0.2,3.0667,3.2667,2.1333,1.1,0.1,16.8
19161,,35.7667,0.1667,3.0667,3.2333,5.2667,1.1667,0.1,13.3667
19163,,35.0333,0.2,2.8667,3.0667,3.5,0.7,0.0,11.4333
19165,,31.3571,1.1429,3.5714,4.7143,1.6429,0.8571,0.0714,9.1786
19169,,33.5758,0.6364,2.0,2.6364,2.2424,1.0,0.2727,7.9697
19174,,34.7333,0.7667,2.5667,3.3333,3.6,1.4333,0.0333,14.2333
19186,,31.48,0.4,2.08,2.48,4.64,1.36,0.04,11.64
19193,,30.9615,1.9615,4.5385,6.5,1.4231,1.1154,0.3846,13.0769
19194,,31.7097,1.4516,4.129,5.5806,0.9355,0.5161,2.6452,10.3871
19197,,31.5312,1.0312,2.6875,3.7188,1.25,1.0312,0.125,6.5
19201,,32.4375,0.75,3.7188,4.4688,4.625,1.4375,0.3125,13.4688
19205,,34.2857,0.5429,3.6571,4.2,3.8,2.1429,0.4,15.5714
19206,,35.1471,2.2059,2.3529,4.5588,2.4706,1.8235,0.3235,16.4118
19208,,33.9143,1.1143,2.5714,3.6857,4.9143,1.2571,0.4,11.0857
19212,,30.8621,2.3448,3.8966,6.2414,1.069,1.1034,0.5172,14.3793
19217,,33.0294,0.5882,2.6471,3.2353,1.8235,1.0294,0.0,14.7647
19220,,35.6154,0.7692,3.1538,3.9231,3.6538,1.8846,0.0385,10.4231
19223,,31.5357,0.4286,1.3571,1.7857,2.1071,0.75,0.1786,10.3214
19225,,34.0333,1.7333,4.8,6.5333,1.4333,0.7,0.5,10.2333
19227,,33.0645,0.9677,3.5161,4.4839,1.7097,1.0968,0.5806,14.2903
19231,,38.2857,0.7143,1.8571,2.5714,5.5143,1.3714,0.1143,11.2286
19234,,31.2222,0.4444,1.1852,1.6296,4.2963,1.7037,0.1111,9.7037
19236,,32.16,2.36,4.56,6.92,1.2,2.36,0.28,19.24
19237,,37.7576,0.8485,3.6667,4.5152,2.7576,0.9697,0.1818,19.8788
19243,,32.8929,1.5357,6.1429,7.6786,4.3929,1.0714,0.1071,9.2857
19248,,32.1935,1.8065,5.1935,7.0,1.2258,1.3548,0.9677,13.5161
19252,,31.3448,1.2759,3.4483,4.7241,2.1724,0.6207,0.4138,14.1034
19258,,33.6,0.5667,3.1,3.6667,5.0,1.3333,0.2667,12.2667
19261,,30.4348,1.7391,3.1739,4.913,2.6522,1.087,0.7826,13.8261
19267,,31.7692,1.2308,2.6154,3.8462,4.6154,1.0,0.0769,5.7692
19268,,33.3125,1.0312,2.875,3.9062,1.3438,0.4688,0.1562,11.1875
19269,,36.2647,1.3235,3.7647,5.0882,3.0294,1.2353,0.4706,16.6471
19270,,35.3448,0.6552,3.0,3.6552,0.7241,0.9655,0.0345,10.3448
19271,,32.7333,1.5667,3.8,5.3667,1.4333,1.2,0.0333,11.6333
19273,,31.6061,2.6364,5.9697,8.6061,4.9091,1.3636,0.1515,5.9697
19281,,31.9143,0.5714,2.3143,2.8857,4.9714,1.5143,0.0571,9.1143
19287,,30.6552,2.931,7.6552,10.5862,1.5862,0.931,2.5172,9.3793
19291,,32.2581,0.5161,3.0645,3.5806,2.6774,0.8387,0.0323,12.9677
19292,,30.7812,1.4375,3.0625,4.5,3.2812,1.625,2.3438,13.25
19296,,36.2308,0.5385,1.7308,2.2692,4.1154,1.5385,0.1923,13.2308
19301,,31.5,0.8438,2.5,3.3438,4.5625,1.5312,0.1562,16.7188
19302,,31.0625,2.5312,4.25,6.7812,0.7812,1.2188,0.8125,16.5938
19304,,34.8214,0.75,3.0357,3.7857,1.25,1.3571,0.6429,15.8571
19305,,31.3125,0.4688,1.9688,2.4375,3.1562,1.3438,0.4062,10.7812
19307,,31.9,2.5,6.3333,8.8333,1.1,0.9667,0.1333,13.1333
19322,,30.8929,1.5714,4.3929,5.9643,1.7857,0.6786,0.9643,12.4286
19323,,32.4138,2.1724,3.7586,5.931,3.2069,0.9655,0.4138,14.6207
19327,,34.9355,2.9677,5.6452,8.6129,1.8065,0.7419,0.1613,17.3548
19332,25.0,31.6176,2.0294,4.5294,6.5588,2.7941,1.2353,0.2941,13.8529
19338,,32.2727,1.0303,3.0,4.0303,2.0303,0.5758,0.0606,12.3939
19350,,38.4667,1.0,3.5,4.5,3.5333,1.9,0.0667,18.3
19351,,38.4839,0.3226,2.3548,2.6774,0.9032,0.871,0.0645,21.6452
19352,,34.4118,0.5,3.0294,3.5294,4.8824,1.1176,0.0882,13.3235
19355,,31.5385,0.5769,1.2308,1.8077,1.0,0.9615,0.1154,10.9231
19357,,35.1,1.1667,4.7333,5.9,3.9,0.9333,0.6667,14.1
19358,,31.7353,2.9706,4.2647,7.2353,1.0294,0.6471,0.6765,14.8235
19362,,35.0938,0.375,3.625,4.0,2.4375,0.8438,0.3125,9.2188
19367,,34.125,0.3125,1.5312,1.8438,3.0,1.3438,0.0625,12.8438
19371,58.0,33.5758,0.9394,3.1818,4.1212,2.0,0.7879,0.8788,15.697
19372,,33.7429,0.4,3.0286,3.4286,3.3429,1.2571,0.5714,13.0286
19377,,37.7812,0.7188,2.875,3.5938,2.875,0.9375,0.0938,19.6875
19382,,31.2759,0.3793,1.8276,2.2069,2.1724,0.7241,0.069,9.3448
19384,,34.5,0.5882,2.2647,2.8529,3.2647,1.6471,0.3824,14.3235
19388,41.0,33.1875,1.5938,7.7812,9.375,3.2812,1.625,0.7188,16.625
19391,,32.4839,2.8387,3.7097,6.5484,1.0,0.8065,0.6129,11.1613
19397,,30.5172,1.7586,4.8276,6.5862,0.6207,1.069,3.1379,11.6552
19406,,32.2857,0.5714,1.9714,2.5429,1.5429,0.8571,0.1714,17.4857
19414,,32.6389,0.4722,2.8611,3.3333,4.8056,1.6667,0.1944,13.6111
19415,,31.1613,0.6129,2.4839,3.0968,5.0,1.0323,0.3548,11.2903
19422,,30.0714,1.9643,3.2857,5.25,2.0,0.8929,0.5,12.3571
19424,,37.9375,1.1562,3.2188,4.375,3.5312,1.6875,0.0312,20.0938
19425,,33.913,1.1304,4.4783,5.6087,1.3478,1.2609,0.6522,10.4348
19426,,33.25,2.375,1.8438,4.2188,2.9375,1.2188,0.0312,14.1562
19427,,32.1212,1.2727,3.3939,4.6667,2.8788,0.5152,0.1818,13.4848
19436,,34.0357,0.2143,1.9286,2.1429,2.9643,1.25,0.0,13.4643
19439,,31.0303,1.1515,2.8485,4.0,3.8485,0.9697,0.0909,14.303
19443,,33.4483,4.3793,6.1724,10.5517,1.1724,0.7241,1.2069,19.3793
19450,,33.0345,3.1379,6.7586,9.8966,1.2759,1.2414,1.5862,13.9655
19456,,30.5429,2.6857,6.2286,8.9143,1.4857,1.2857,0.4,13.1429
19460,33.0,32.5429,0.8571,3.1714,4.0286,2.1714,0.8857,0.4857,16.2857
19461,,34.7941,0.6471,3.5,4.1471,5.0294,1.0294,0.0,17.1765
19465,,31.8636,0.5455,4.5455,5.0909,3.2273,1.4545,0.3182,15.2273
19472,26.0,33.4194,2.9677,8.2258,11.1935,1.4194,2.1613,1.3226,10.871
19474,,30.0323,1.7742,4.0968,5.871,0.9677,0.7742,0.4194,15.0968
19476,36.0,37.2903,1.3226,3.8387,5.1613,4.4516,1.9677,0.5806,18.4194
19477,10.0,31.0,1.0,4.0,5.0,2.9167,1.4167,0.3333,23.9167
19481,,36.0,3.1,5.6333,8.7333,1.2333,1.1,0.4,12.3
19488,,34.4667,0.6,1.7667,2.3667,3.5333,1.3,0.4667,16.7
19492,,30.75,1.4643,3.3929,4.8571,2.1429,0.7143,0.2857,10.7143
19495,,30.6765,0.9412,3.6765,4.6176,1.5882,0.8235,0.5294,12.3529
19498,,32.3571,0.5714,2.1071,2.6786,3.5,1.6429,0.1429,14.7143
