,pick,mp,oreb,dreb,treb,ast,stl,blk,pts
47506,,31.2424,0.7576,2.6667,3.4242,4.4545,1.7576,0.0909,15.9394
47510,,30.2647,0.5588,3.1176,3.6765,0.7647,0.6176,0.2059,8.8824
47514,,33.5455,1.1212,4.3333,5.4545,1.2727,0.5758,0.3636,14.2121
47515,,34.1562,0.9375,3.4062,4.3438,1.9062,0.8125,0.125,18.0625
47520,,37.1818,0.9394,3.5455,4.4848,4.8485,2.3636,0.2727,15.8485
47521,,32.9091,0.2727,2.0,2.2727,4.0303,0.9697,0.0,12.9091
47536,,33.6765,0.5588,4.2941,4.8529,3.0882,1.1471,0.0,9.7353
47540,,30.0286,1.2,3.5143,4.7143,2.8571,1.8857,0.3714,10.6286
47542,,31.1935,0.3871,4.8387,5.2258,3.3548,1.0968,0.129,13.7742
47547,,32.3714,2.1714,4.3429,6.5143,2.9714,1.2,0.2857,18.1714
47549,,33.2903,1.0968,4.8387,5.9355,1.4516,0.1935,0.4839,15.871
47552,,31.4839,0.3548,3.1613,3.5161,2.871,0.7097,0.0968,11.3548
47554,,33.8125,3.125,6.5,9.625,3.0625,1.0625,0.9062,17.1875
47556,,32.2353,1.5588,4.2353,5.7941,0.9118,1.2059,1.0294,11.7647
47569,,33.0345,2.2414,6.8276,9.069,2.0,0.4483,0.8966,13.0
47571,,37.6,0.5143,3.7714,4.2857,5.5143,1.4286,0.2571,16.6
47576,,30.5,0.9,3.8,4.7,4.3,1.7,0.6,8.1
47578,,32.0882,0.4412,3.2647,3.7059,4.8235,1.7941,0.2353,10.1765
47581,,32.0606,0.303,1.9697,2.2727,4.0606,1.5455,0.0303,15.5152
47589,,30.3448,0.3793,1.6897,2.069,1.0,0.8621,0.1379,12.3793
47593,,33.4375,0.2812,2.4688,2.75,2.125,1.2188,0.0938,12.875
47597,,33.871,0.1935,2.7419,2.9355,1.5806,0.8387,0.1613,14.8387
47598,,35.9167,0.9722,2.9444,3.9167,2.9722,0.8889,0.0556,8.4167
47601,,31.7742,1.2903,3.871,5.1613,1.8065,0.7097,0.2258,13.5484
47603,,33.8333,0.5833,3.0,3.5833,2.5,1.0833,0.1667,16.3333
47605,,33.4242,0.9394,3.2727,4.2121,3.2121,0.3636,0.1515,15.5455
47606,,36.8125,0.5,5.25,5.75,1.6875,1.5625,0.1875,18.1875
47615,,30.2424,0.7576,2.697,3.4545,1.8182,1.0909,0.8182,15.2121
47624,,30.2286,1.8286,5.9429,7.7714,1.6,0.5429,0.6,15.9429
47625,45.0,31.2286,1.8857,5.0286,6.9143,1.9429,1.2571,1.8857,11.8286
47631,,35.1667,0.6944,2.9444,3.6389,3.1944,0.9167,0.2222,16.6667
47637,,35.9375,1.0312,2.2812,3.3125,2.4062,1.0312,0.2812,16.7812
47638,,31.3125,1.8125,3.75,5.5625,1.2812,0.8125,0.1875,7.8125
47644,,33.2727,1.4848,3.6667,5.1515,1.3939,1.3636,0.1818,16.4242
47647,,31.2333,0.4,2.6,3.0,2.6,1.4667,0.1,8.8333
47651,,33.8667,0.5,2.8667,3.3667,1.4,1.6333,0.3667,21.4
47656,,31.0645,0.9032,2.2581,3.1613,4.0,1.2903,0.129,15.4839
47659,,32.5294,0.1765,2.5882,2.7647,2.6471,0.8824,0.0294,11.5588
47667,,33.5152,0.9091,2.2424,3.1515,2.2727,0.7576,0.3939,6.697
47669,58.0,30.931,0.6552,5.6207,6.2759,3.5517,0.8966,1.2759,17.1379
47671,,34.4,1.1429,3.7714,4.9143,0.8571,0.8,0.3714,12.0571
47673,,31.4286,2.9714,4.5143,7.4857,1.2857,1.6286,0.8857,11.3429
47676,,35.5,0.5625,3.625,4.1875,4.8438,1.7188,0.0938,9.625
47680,,36.7941,0.7353,6.5588,7.2941,4.8235,1.3235,0.0882,16.9118
47681,,31.5938,1.7188,6.0938,7.8125,2.25,0.9062,1.9375,21.1875
47699,,35.3939,0.6667,3.6667,4.3333,2.9091,1.2424,0.0303,14.0303
47709,,32.8333,0.4444,2.5,2.9444,2.6111,1.1667,0.0,22.1667
47712,,36.4286,0.7429,3.3143,4.0571,4.8857,1.6,0.1714,24.4
47714,53.0,33.5385,0.3333,2.6667,3.0,7.4615,1.0256,0.1026,18.7949
47716,,32.6,1.0571,3.0571,4.1143,3.6286,1.1143,0.0857,13.7143
47720,,31.625,0.7188,3.7812,4.5,3.6562,1.4375,0.25,7.7188
47724,,31.2424,1.1212,3.1212,4.2424,1.4848,0.697,0.4848,7.5758
47733,,33.4118,1.0294,6.1765,7.2059,2.4118,0.6471,0.5294,14.9118
47734,,33.4706,0.4118,3.5588,3.9706,3.9118,1.0588,0.0294,25.0294
47737,,30.2258,1.7742,3.1613,4.9355,1.1613,1.2258,0.2903,13.9355
47745,,32.0968,0.6774,4.3548,5.0323,3.3548,1.6129,0.129,18.9677
47747,,33.5,0.9062,5.7812,6.6875,3.125,1.2188,0.7188,12.5625
47753,,31.875,0.4375,2.75,3.1875,1.0312,1.4688,0.3125,13.0625
47758,,30.3143,0.4571,3.3429,3.8,1.9143,0.6857,0.1714,9.6286
47763,,35.1944,1.0833,3.0833,4.1667,2.9722,1.4444,0.3889,19.6667
47772,,30.3226,1.2581,3.4194,4.6774,1.6774,0.9032,0.4839,14.5484
47777,,32.1471,0.8235,2.9118,3.7353,3.0882,1.3824,0.2353,18.2059
47783,,31.6923,1.6154,2.8462,4.4615,1.8462,1.2308,0.2308,15.0769
47789,,32.8125,1.4062,2.9375,4.3438,6.7188,2.0312,0.1875,11.0625
47791,24.0,33.9459,0.4595,3.7568,4.2162,5.4595,1.5405,0.027,13.5676
47794,4.0,32.4737,1.3684,3.7105,5.0789,1.9737,0.5789,0.5789,15.2368
47812,,30.6207,0.2759,1.9655,2.2414,3.2759,1.0,0.069,11.1379
47816,,35.1212,0.9697,3.1515,4.1212,5.0909,2.6061,0.2727,19.697
47818,,35.625,2.0625,4.0938,6.1562,1.5,1.0625,0.7812,19.0312
47819,,31.4242,0.7879,6.2727,7.0606,3.5455,0.4545,1.0606,17.1818
47820,,32.0,0.6667,4.5,5.1667,2.8333,1.3333,0.0,12.6667
47822,,30.1429,0.3571,2.8214,3.1786,2.3214,0.5714,0.0714,15.7857
47823,,32.925,0.3,2.175,2.475,5.75,1.125,0.05,15.325
47835,,31.0303,0.6667,2.6667,3.3333,4.9091,1.7576,0.2727,13.2121
47845,,30.125,0.4688,3.5,3.9688,2.375,1.375,0.2812,8.9688
47846,,34.6129,0.6774,2.3548,3.0323,4.8065,0.9032,0.1613,10.6774
47857,,32.2941,0.1765,2.6176,2.7941,1.8824,1.6765,0.0294,11.6176
47861,,34.6111,1.8889,7.5278,9.4167,2.1111,1.2222,0.5278,18.8056
47862,,33.3636,1.0,4.0303,5.0303,1.3939,1.0303,0.303,15.6364
47864,,37.4286,1.1143,4.8,5.9143,2.2,0.9429,0.4857,20.1429
47866,,35.9706,0.7647,3.2353,4.0,2.9118,2.0,0.1765,23.0588
47873,,30.9143,0.3429,3.6571,4.0,1.7143,1.5143,0.4857,9.6571
47874,,30.5625,0.25,3.1875,3.4375,3.1562,0.9688,0.25,10.3125
47875,,34.8378,0.3784,3.4865,3.8649,6.8649,1.4054,0.3243,12.5405
47879,,32.0952,0.4286,3.2381,3.6667,2.0476,1.0,0.3333,11.3333
47881,,34.2424,1.697,8.0606,9.7576,3.7576,1.4848,0.3333,16.0
47885,,33.3438,2.0312,7.5938,9.625,2.0625,0.9688,1.0312,21.2188
47895,,30.2812,0.3438,3.8125,4.1562,3.0625,0.6875,0.125,14.0312
47898,,33.0,0.8125,3.6562,4.4688,4.9688,1.2188,0.0,17.1875
47904,,31.4516,1.6452,3.6452,5.2903,1.1613,1.0,0.1935,14.0968
47908,,30.6286,0.1429,1.9714,2.1143,2.2286,0.8286,0.0857,8.6
47921,,35.3939,0.5758,3.2727,3.8485,7.2424,2.6061,0.0606,16.3333
47925,,33.2188,1.6562,4.5,6.1562,2.75,1.625,0.1562,10.8438
47938,,31.6774,0.9677,3.6774,4.6452,1.3226,1.0645,0.1935,14.5806
47952,,30.8214,0.5357,3.3571,3.8929,3.5,1.1071,0.0357,10.8571
47957,,34.6364,0.4545,3.3333,3.7879,2.4848,2.1515,0.2121,16.303
47963,,35.3529,1.3235,3.5,4.8235,2.2941,0.8529,0.0882,15.0
47965,,34.3871,0.2903,2.6129,2.9032,3.8387,0.9032,0.0645,14.4839
47976,,36.7879,0.5152,2.2424,2.7576,5.0303,1.4848,0.1515,19.7273
47977,,32.0312,1.0312,3.4688,4.5,1.1562,0.6875,0.0312,11.75
47980,,33.4375,0.875,4.0938,4.9688,3.3125,1.375,0.1562,13.75
47983,,36.5,0.9667,4.6,5.5667,5.1667,2.3667,0.5333,19.8333
47984,,32.0606,0.303,2.2727,2.5758,1.8788,1.0606,0.0303,6.4545
47985,,31.0,0.2667,3.2333,3.5,1.9667,0.7667,0.0333,12.0667
47990,,33.75,0.8125,3.8125,4.625,3.0312,1.0625,0.0,14.8438
47995,,31.8387,0.7419,3.0968,3.8387,3.5806,1.3226,0.3548,13.5806
47999,,31.1212,1.5758,6.3333,7.9091,1.8485,0.5758,1.0606,11.303
48006,,36.5,0.4375,6.3125,6.75,5.1875,1.4688,0.8125,15.4688
48008,,34.6452,0.5806,3.2581,3.8387,3.2581,1.2581,0.3548,19.4516
48010,,33.6061,1.2121,4.8485,6.0606,0.9394,1.0909,0.5455,8.9697
48011,,32.4571,1.1429,3.2857,4.4286,3.6286,1.1429,0.4,18.7714
48012,,34.6154,0.2692,1.5769,1.8462,1.6538,0.6538,0.0769,12.8077
48014,,39.3226,0.8387,6.6774,7.5161,4.0323,1.3871,0.5806,19.0
48015,,31.4706,1.5,3.5294,5.0294,1.4412,1.0588,0.4706,12.2059
48020,,32.5152,3.3636,6.5758,9.9394,0.8788,0.7273,1.3939,14.697
48028,,33.75,0.8125,3.375,4.1875,2.8438,1.25,0.1875,12.0938
48030,30.0,35.5405,1.3243,4.3784,5.7027,2.4054,1.1351,0.5405,15.2162
48032,,32.0938,0.1562,2.9375,3.0938,1.5312,0.4688,0.0,11.7188
48033,,33.7812,2.2188,5.1562,7.375,1.6562,1.1875,0.8125,12.4375
48038,,34.2812,0.6562,2.8125,3.4688,3.1562,1.2188,0.4062,14.8438
48039,,34.1471,0.8824,4.2647,5.1471,2.7941,1.4412,0.7647,19.2353
48040,36.0,34.4412,0.9118,3.5294,4.4412,4.8529,1.3529,0.7059,12.0588
48052,,30.4375,1.5938,5.8125,7.4062,2.3438,0.875,0.3438,12.1875
48054,,31.4231,1.4231,4.7308,6.1538,1.4231,1.1923,0.3077,11.0769
48055,,33.2,1.1,3.9333,5.0333,2.0333,0.8333,0.2667,11.4
48057,,37.1,0.6,3.0667,3.6667,3.6,1.2333,0.0667,13.9667
48064,,32.3235,0.4118,3.7941,4.2059,2.2647,1.1176,0.3824,13.0588
48067,,32.6774,0.5484,4.6129,5.1613,2.871,1.2258,0.1613,20.3548
48069,,36.5,1.8571,5.1786,7.0357,3.1429,1.2143,0.75,13.8214
48072,,32.05,0.75,5.1,5.85,4.4,1.65,0.4,11.8
48074,,35.6667,1.1212,3.9394,5.0606,1.8485,0.697,0.2121,17.6667
48076,,33.25,0.2188,3.6875,3.9062,5.9062,0.9062,0.125,12.5938
48087,,34.2121,0.6364,4.2424,4.8788,3.0909,1.4848,0.3333,16.9697
48093,,33.8919,0.4595,4.5405,5.0,6.5946,1.4324,0.0541,8.8108
48094,,34.6471,0.3824,3.3235,3.7059,4.4118,0.9118,0.2059,15.6176
48102,,30.4194,2.6452,5.129,7.7742,1.4194,0.5484,2.5161,10.5161
48104,,32.4839,2.0323,6.2581,8.2903,3.6129,0.9677,1.3226,17.6452
48108,,35.5161,0.7742,2.5161,3.2903,2.2581,1.7097,0.2258,13.871
48115,,35.9355,1.0,4.129,5.129,1.871,1.129,0.2903,23.4839
48117,,30.4688,0.1875,2.9688,3.1562,3.0938,0.7188,0.0938,10.0312
48122,,30.5938,1.8125,3.625,5.4375,1.6875,0.9375,1.0938,11.6562
48128,,35.2903,0.3226,1.9355,2.2581,1.2581,0.7742,0.0968,15.6129
48130,33.0,35.4167,0.3889,3.2222,3.6111,2.8889,1.3333,0.2778,24.2778
48132,,30.7353,0.5,3.4706,3.9706,3.5,1.2059,0.1765,12.0294
48135,39.0,32.5882,0.6765,3.6471,4.3235,1.4706,1.2353,0.7941,13.7059
48136,,35.6333,0.2333,3.0,3.2333,3.2,1.1333,0.2333,13.2
48138,,31.75,0.25,2.25,2.5,5.0,2.25,0.0,15.75
48140,,30.96,0.6,2.32,2.92,2.12,0.88,0.08,13.76
48142,,31.8125,1.6875,4.9062,6.5938,2.0,1.2188,1.375,13.4688
48156,,31.1212,0.6667,2.0606,2.7273,0.697,0.6667,0.2727,17.9091
48157,26.0,35.5526,0.8684,3.0,3.8684,4.6053,1.7895,0.0789,12.9474
48158,,32.2812,0.5312,2.2812,2.8125,3.2188,0.8125,0.1875,10.2812
48162,,33.7742,0.5484,2.1935,2.7419,3.8065,1.129,0.0,15.3871
48166,,34.1935,0.5484,4.6129,5.1613,5.8387,1.6774,0.0645,15.7419
48175,,30.7027,1.0811,5.2432,6.3243,0.8919,0.7568,0.2973,13.3514
48176,,34.6774,0.3226,2.8387,3.1613,4.8065,1.2258,0.1935,11.0
48179,,35.4412,2.5882,5.5294,8.1176,3.1176,1.6471,0.5,15.9706
48183,,33.1515,0.6061,2.3333,2.9394,2.2121,1.2424,0.303,12.5758
48191,,31.0345,0.7931,3.069,3.8621,1.8966,1.1379,0.3793,11.3793
48192,,33.1333,0.5,3.5667,4.0667,3.2333,1.2,0.1,14.5667
48193,,36.5455,0.6667,2.7273,3.3939,3.697,1.3636,0.4545,15.303
48196,,36.3125,0.6562,2.625,3.2812,2.5,1.1562,0.25,17.1875
48204,,31.5455,0.7879,2.0303,2.8182,3.0606,0.9091,0.1515,13.9394
48205,,30.4762,0.5714,2.381,2.9524,2.7143,0.5238,0.0476,11.9048
48208,60.0,35.3429,0.3429,3.6,3.9429,4.1429,1.0571,0.2571,20.8857
48212,,31.0,2.0645,4.6129,6.6774,1.9677,0.6452,0.6774,16.4516
48214,,30.1212,1.0303,4.5758,5.6061,2.3939,1.5758,0.0303,14.2424
48216,,37.7742,0.3226,3.7419,4.0645,4.6774,1.3871,0.0323,13.6129
48223,,32.8485,0.4242,1.8182,2.2424,2.2727,1.1818,0.0606,16.1515
48226,,30.7273,1.3333,4.1515,5.4848,1.9394,1.3636,0.303,10.5758
48232,,31.8421,0.2105,2.7895,3.0,3.7895,0.8421,0.0526,14.3158
48235,,34.1935,1.2581,2.3871,3.6452,4.1935,1.3226,0.0968,12.3548
48241,,33.6857,0.2,1.7143,1.9143,3.1714,0.9429,0.0857,14.7714
48251,51.0,35.4848,0.4848,4.0303,4.5152,2.6667,1.0606,0.5152,14.0303
48257,,31.5588,0.7353,1.8824,2.6176,3.7941,1.0588,0.0,10.1765
48263,,36.9118,0.5,2.2941,2.7941,2.5,1.2647,0.0294,21.0588
48271,55.0,35.3947,0.7105,3.7895,4.5,2.0526,0.6842,0.0526,15.4211
48275,,36.0625,0.375,1.5312,1.9062,3.4062,1.1875,0.0625,13.4375
48279,,34.625,0.6875,3.7812,4.4688,3.9375,2.1562,0.0625,21.0312
48280,,35.5333,0.8333,2.1,2.9333,1.5333,1.1333,0.1,15.6
48285,,31.625,0.7812,3.3438,4.125,1.6875,0.875,0.3125,8.5312
48290,9.0,30.2162,1.3784,5.0811,6.4595,1.5405,0.9459,0.7297,19.7027
48291,,30.6757,0.8108,3.5135,4.3243,3.1081,1.2703,0.0811,14.9189
48293,,33.4375,0.3125,3.1875,3.5,5.0625,1.1875,0.2812,17.8125
48294,,31.5455,0.7576,6.2121,6.9697,0.7879,0.7273,1.7273,11.7576
48309,52.0,31.0588,1.9706,6.2941,8.2647,2.1176,1.1176,0.4706,15.9118
48311,,30.7647,0.5294,2.3824,2.9118,5.4118,1.1176,0.1765,7.6471
48313,,33.0,0.8788,2.6364,3.5152,2.5758,1.1818,0.1212,15.7576
48317,,30.9412,1.7941,5.7647,7.5588,0.9412,1.1471,0.2059,15.2353
48330,,36.2258,0.7742,3.9677,4.7419,2.9677,1.5161,0.2258,18.9677
48331,,31.6,0.6,3.4,4.0,4.6,1.6,0.0,3.0
48334,,34.8667,1.7333,4.7333,6.4667,2.0,1.0,0.5,17.7667
48343,,35.5161,0.2903,2.3871,2.6774,3.1613,0.9032,0.0,15.0323
48345,,30.0588,0.5294,1.4412,1.9706,5.1765,1.7059,0.0294,11.9412
48348,,33.8485,0.3333,2.6061,2.9394,2.7879,0.9697,0.4242,17.9091
48351,,31.4062,1.3125,4.25,5.5625,1.3125,0.7188,0.25,15.3438
48353,,33.2903,0.3871,2.5484,2.9355,1.9032,0.5161,0.0645,17.3548
48354,,35.0345,0.4483,3.6207,4.069,4.069,1.2414,0.2414,15.8276
48355,,31.3529,0.7647,5.3235,6.0882,2.7059,0.9412,0.2647,9.9412
48357,,30.6452,2.6774,5.9032,8.5806,3.5484,0.4194,2.2581,21.0
48358,,34.3571,1.7857,7.1429,8.9286,4.1071,1.0714,0.3214,14.8571
48365,,32.2353,0.8529,6.0588,6.9118,2.7647,1.2647,0.6765,18.6765
48368,,33.0571,2.0,4.4857,6.4857,1.4857,0.9143,0.7714,13.0571
48370,50.0,33.0857,0.4,2.8571,3.2571,2.0571,1.8857,0.2286,13.4286
48384,,30.75,0.7188,2.75,3.4688,1.875,1.0938,0.0625,10.7188
48385,,33.25,1.2188,3.5938,4.8125,2.375,2.6562,0.9062,21.3125
48389,,36.4516,0.4194,2.871,3.2903,3.4839,1.1613,0.0645,13.7419
48392,,34.0,2.3824,5.0294,7.4118,1.0882,0.3529,0.2647,16.6176
48393,,30.0333,0.9333,3.3,4.2333,1.1333,0.6,0.2667,13.0333
48394,,32.8824,1.1765,3.8824,5.0588,3.1765,1.4706,0.6471,10.3824
48395,,32.3333,0.9,3.6333,4.5333,1.0667,1.6,1.2333,13.4
48399,,35.5926,0.4444,1.7778,2.2222,2.037,0.2963,0.1481,13.1852
48405,57.0,32.973,0.5135,2.6757,3.1892,5.8108,0.7027,0.1081,13.4595
48407,22.0,31.8919,2.2162,5.2973,7.5135,3.1622,1.1351,1.4865,18.8108
48425,,32.5862,0.6552,3.9655,4.6207,1.4483,1.1379,0.5517,9.9655
48426,,33.7241,0.5862,1.8966,2.4828,4.069,1.4138,0.3448,17.0
48429,,35.7059,0.7353,4.2353,4.9706,3.6176,1.2647,0.9706,18.3824
48432,,31.9677,0.4516,4.0645,4.5161,1.4516,1.9677,0.5161,14.7742
48433,,30.5652,2.8261,6.6522,9.4783,1.5217,0.913,0.2609,14.4783
48439,,36.3871,0.4194,3.3548,3.7742,4.0323,1.5484,0.0323,14.7419
48443,,30.0294,0.7647,4.6765,5.4412,1.2941,0.8824,0.6176,10.4706
48453,,32.75,0.4688,1.9375,2.4062,3.6875,1.2812,0.2812,10.4688
48456,,32.1429,0.4857,2.5143,3.0,1.8286,1.4857,0.0857,14.4
48461,,33.129,0.4516,2.3871,2.8387,1.6452,0.8387,0.0,10.7742
48474,,30.8485,2.1515,5.4848,7.6364,2.4242,0.7273,0.5455,14.4848
48475,,31.0,0.3143,2.0571,2.3714,3.3429,0.6571,0.0,11.5714
48480,,34.7879,0.4545,6.0606,6.5152,2.5758,1.5758,0.303,14.4848
48488,,32.6061,0.2121,2.6061,2.8182,2.6364,0.8182,0.0303,14.7576
48492,,36.875,1.6562,6.0,7.6562,2.0625,0.6875,0.8125,19.9062
48493,,33.871,0.2258,2.9677,3.1935,5.5484,1.5806,0.0,14.7097
48494,,34.8148,0.4074,3.3704,3.7778,4.1111,1.4815,0.2222,17.3704
48498,,31.5312,0.5938,2.9062,3.5,2.4062,1.125,0.1875,14.8438
48499,,32.6,1.0,2.5333,3.5333,4.4,1.8667,0.4,12.6
48505,,32.7333,1.0333,4.8667,5.9,4.8333,1.9333,0.3,11.6667
48508,,30.2069,0.3448,2.4483,2.7931,2.0345,1.3103,0.2069,8.7241
48527,,30.4,0.5667,2.6667,3.2333,2.0333,1.4333,0.1667,10.6333
48538,,34.5161,1.4839,4.5161,6.0,1.9355,1.6774,0.4839,14.3226
48540,,32.2353,0.2941,2.9706,3.2647,1.8235,1.0588,0.0588,10.5294
48553,,31.0312,1.1562,3.8125,4.9688,1.4062,0.5312,0.25,12.6875
48564,,32.2727,0.5152,2.303,2.8182,2.4848,1.1212,0.0,13.697
48566,,32.2121,0.1515,2.6364,2.7879,1.8788,0.9697,0.3333,9.7879
48567,,36.4848,0.2727,3.7273,4.0,5.6667,0.8788,0.1212,13.1515
48573,,30.0625,0.875,4.1875,5.0625,1.1875,0.8438,0.4062,16.1875
48574,,32.6897,0.4483,3.7931,4.2414,3.0345,1.5517,0.069,11.931
48578,,32.1212,0.4545,3.0,3.4545,4.3636,1.303,0.1212,18.8485
48579,,33.2903,0.6129,4.5161,5.129,1.5806,0.6129,0.0,12.9032
48581,,30.8125,2.9062,4.6562,7.5625,1.4062,1.125,0.2188,13.9688
48598,28.0,33.027,0.2162,2.7568,2.973,2.1622,1.0811,0.2162,12.7568
48601,,32.6452,0.2258,1.1935,1.4194,0.8387,1.4839,0.0645,11.0323
48607,,34.2258,0.6774,3.2258,3.9032,3.3871,1.8065,0.0968,12.4516
48625,,30.7576,0.5152,3.6364,4.1515,0.5152,0.6364,0.1515,11.3333
48628,,32.6429,0.7857,2.2857,3.0714,1.75,0.7143,0.0,13.6071
48633,,31.2222,1.3333,4.8611,6.1944,3.0,1.1111,0.6944,14.0833
48638,,34.0938,0.5625,2.1562,2.7188,3.6562,1.75,0.3125,14.1562
48642,,33.5455,1.1515,3.3636,4.5152,3.5455,1.0,0.1818,8.9394
48648,,32.9062,0.75,4.2188,4.9688,3.0,1.1875,0.4375,13.5938
48652,,30.3824,0.4412,1.8529,2.2941,3.7059,1.0588,0.1176,10.9118
48655,,31.9286,0.6429,4.6786,5.3214,4.1429,1.4643,0.0714,13.75
48658,,31.1875,2.2188,6.4062,8.625,3.4062,1.3125,0.8125,12.5312
48673,17.0,34.3235,0.4706,3.6176,4.0882,3.9706,1.8824,0.5294,16.1765
48678,38.0,32.5625,0.4375,2.9062,3.3438,3.8125,1.0312,0.1562,12.6875
48679,,35.2941,0.6176,2.4706,3.0882,3.5882,1.5882,0.0294,16.3824
48692,,34.3846,0.7308,1.8462,2.5769,4.5385,0.7692,0.0385,13.1923
48701,,31.5789,0.0789,1.9474,2.0263,2.1053,1.1053,0.0,11.5263
48704,,32.3514,0.8108,3.1351,3.9459,5.7027,2.9459,0.0541,9.8919
48705,,32.1613,1.7419,4.4839,6.2258,1.2903,0.9032,0.9032,13.7419
48712,,33.2,0.7333,4.4667,5.2,1.9667,1.4333,0.4,13.6333
48722,,35.6452,0.3871,2.6452,3.0323,5.3226,1.5806,0.0645,15.0323
48746,,32.8571,1.2857,3.6286,4.9143,3.3429,1.2286,0.5143,12.2571
48755,45.0,31.8824,1.1765,6.4412,7.6176,1.2941,0.9412,0.3529,16.9706
48759,,33.0,2.2059,5.2941,7.5,1.7941,0.9706,0.7941,12.4412
48766,,30.4194,0.3548,3.5806,3.9355,6.0968,1.0323,0.3226,8.0645
48779,,37.2571,0.6286,4.2,4.8286,2.0857,2.5143,0.0571,17.6286
48782,,31.6364,0.7879,3.2121,4.0,3.0909,0.7576,0.2727,10.7879
48786,,30.75,0.3125,2.0312,2.3438,2.5625,1.375,0.0312,13.7188
48794,2.0,36.6061,1.2121,4.4848,5.697,9.9394,1.7576,0.8182,24.4848
48796,,32.9459,0.7027,2.6216,3.3243,2.7838,1.027,0.0811,16.973
48808,,35.9394,0.8788,6.303,7.1818,3.3939,1.1212,0.2121,14.6667
48816,,32.3243,0.4865,2.4595,2.9459,2.6757,0.6216,0.0541,11.9459
48822,,37.2903,0.6452,2.2581,2.9032,5.1613,2.8387,0.0323,16.1935
48832,,30.7812,0.4688,3.7812,4.25,4.2812,1.9688,0.375,15.6875
48835,,30.9375,2.6562,4.375,7.0312,1.6562,0.6562,0.6562,7.125
48844,,32.5,1.5,5.25,6.75,2.25,1.125,0.5,13.75
48850,,32.3636,0.6061,3.6364,4.2424,2.5758,1.0,0.0606,15.4545
48854,,31.25,2.4643,6.8571,9.3214,1.2857,0.9286,1.7143,16.0
48857,,31.303,0.4545,3.1212,3.5758,1.4545,0.4848,0.2424,14.8182
48860,,34.2727,1.303,4.5152,5.8182,2.0909,1.6061,0.303,13.2727
48863,,33.9333,1.4,3.9333,5.3333,3.3,0.7667,0.3,16.9
48864,,33.5946,0.6216,3.1351,3.7568,3.1081,2.0541,0.2973,15.8649
48877,,31.3939,1.3333,2.8182,4.1515,1.7576,0.8182,0.8485,12.9091
48890,,31.6452,0.5484,2.129,2.6774,2.3226,0.871,0.0323,12.5161
48897,,30.5833,2.7778,5.5833,8.3611,1.5,0.9722,1.75,9.25
48899,,32.9714,0.8286,3.5714,4.4,3.1714,0.8,0.2286,11.0571
48900,,31.375,0.5312,2.8125,3.3438,2.1562,1.25,0.4062,14.8125
48901,,30.9062,0.4375,2.6562,3.0938,3.3125,0.9062,0.0312,11.5
48902,,32.8529,0.5,3.4706,3.9706,2.7059,1.2059,0.2941,15.7059
48904,,37.2593,1.1481,5.3704,6.5185,2.0,1.037,0.8889,13.3333
48934,,30.6333,0.5333,2.3,2.8333,2.7,0.6333,0.0333,14.6333
48937,,35.8788,0.3939,2.5455,2.9394,3.2121,1.1818,0.0606,10.8485
48938,,34.5758,0.7879,4.1818,4.9697,2.9394,1.0909,0.3333,13.9091
48941,,34.5455,1.1515,2.9394,4.0909,1.8788,1.4545,0.2121,12.5758
48946,,31.2353,1.7353,5.2353,6.9706,1.8529,1.6765,0.1765,15.5588
48947,,33.9375,0.25,3.0312,3.2812,2.75,0.4688,0.0625,11.625
48951,,32.9667,0.4333,2.6,3.0333,5.7,1.2,0.1,16.3333
48963,,30.875,0.6875,3.1562,3.8438,1.5,0.5625,0.1562,9.2188
48971,,30.4062,1.5625,4.875,6.4375,2.9062,0.5,0.5625,14.75
48972,,33.0625,0.4375,2.9375,3.375,1.5312,0.4688,0.0,19.6562
48981,,30.2647,0.4118,2.8235,3.2353,3.0,0.7647,0.1471,8.8529
48990,,33.8438,0.3125,3.0938,3.4062,3.5,0.625,0.0312,21.4375
48992,,34.1389,3.5,3.9722,7.4722,3.4167,1.8611,0.3333,10.4722
48993,,30.7391,0.3913,3.0,3.3913,3.8696,1.2174,0.087,7.1739
48999,,31.4412,0.4118,3.4706,3.8824,2.0588,1.2353,0.0882,14.1765
49004,,32.1515,0.7576,3.3939,4.1515,3.0303,1.697,0.1818,10.303
49006,,34.0323,0.1935,2.9032,3.0968,4.0645,1.6452,0.5161,12.1935
49009,,33.0357,1.6071,5.1071,6.7143,4.3929,1.3571,0.0357,17.5
49011,,36.9143,0.2,2.8571,3.0571,4.4857,1.6286,0.0857,13.6
49015,,34.9118,0.3529,2.5882,2.9412,7.0294,1.2059,0.1471,19.3824
49020,,33.4118,0.5,3.0,3.5,3.9412,1.8235,0.3824,14.8529
49023,,33.069,0.6207,4.1034,4.7241,4.3448,1.5862,0.2069,15.1724
49025,,32.5938,0.6562,2.5,3.1562,5.0,1.25,0.0312,12.9062
49050,,34.875,0.7812,4.25,5.0312,2.375,1.3125,0.6562,20.1875
49055,,37.5667,0.4,4.0667,4.4667,1.9,1.0333,0.1667,17.2667
49074,,33.9697,0.6364,3.2424,3.8788,4.9091,2.0,0.1818,12.4545
49075,,30.3667,1.5,4.4333,5.9333,3.4333,1.5667,0.2667,17.0
49088,,30.3438,0.5,3.6875,4.1875,1.5312,0.6875,0.2188,12.75
